Record,Section,Field,Value
14,General,Key Pediatric Chatbot Rules 5,Paracetamol only; NSAIDs are contraindicated
15,Metadata,Document Type,Training Presentation
15,Metadata,Topic,Dengue Fever
15,Metadata,Year,2016
15,Metadata,Intended Audience 1,Medical Officers
15,Metadata,Intended Audience 2,Primary Health Care Staff
15,Metadata,Intended Audience 3,Nursing Staff
15,Metadata,Intended Audience 4,Public Health Workers
15,Metadata,Data Source,ppt2016a.pdf
15,Disease Identity,Name,Dengue Fever
15,Disease Identity,Virus Family,Flaviviridae
15,Disease Identity,Virus Genus,Flavivirus
15,Disease Identity,Serotypes 1,DEN-1
15,Disease Identity,Serotypes 2,DEN-2
15,Disease Identity,Serotypes 3,DEN-3
15,Disease Identity,Serotypes 4,DEN-4
15,Disease Identity > Genotypes,Den-1,3
15,Disease Identity > Genotypes,Den-2,2
15,Disease Identity > Genotypes,Den-3,4
15,Disease Identity > Genotypes,Den-4,4
15,Clinical Course,Phases 1,Febrile phase
15,Clinical Course,Phases 2,Critical phase
15,Clinical Course,Phases 3,Convalescent phase
15,Clinical Criteria > Dengue Fever,Definition,Acute febrile illness of 2–7 days duration
15,Clinical Criteria > Dengue Fever,Required Features 1,Headache
15,Clinical Criteria > Dengue Fever,Required Features 2,Retro-orbital pain
15,Clinical Criteria > Dengue Fever,Required Features 3,Myalgia
15,Clinical Criteria > Dengue Fever,Required Features 4,Arthralgia
15,Clinical Criteria > Dengue Fever,Required Features 5,Rash
15,Clinical Criteria > Dengue Fever,Required Features 6,Hemorrhagic manifestations
15,Clinical Criteria > Dengue Fever,Minimum Required,Any two or more
15,Clinical Criteria > Dengue Hemorrhagic Fever,Criteria 1,Meets Dengue Fever criteria
15,Clinical Criteria > Dengue Hemorrhagic Fever,Criteria 2,Hemorrhagic manifestations
15,Clinical Criteria > Dengue Hemorrhagic Fever,Criteria 3,Platelet count <100000/cumm
15,Clinical Criteria > Dengue Hemorrhagic Fever,Criteria 4,Evidence of plasma leakage
15,Clinical Criteria > Dengue Hemorrhagic Fever,Plasma Leakage Indicators 1,≥20% rise in hematocrit
15,Clinical Criteria > Dengue Hemorrhagic Fever,Plasma Leakage Indicators 2,>20% fall in hematocrit after fluid replacement
15,Clinical Criteria > Dengue Hemorrhagic Fever,Plasma Leakage Indicators 3,Pleural effusion
15,Clinical Criteria > Dengue Hemorrhagic Fever,Plasma Leakage Indicators 4,Ascites
15,Clinical Criteria > Dengue Hemorrhagic Fever,Plasma Leakage Indicators 5,Hypoproteinemia
15,Clinical Criteria > Dengue Shock Syndrome,Definition,DHF with circulatory failure
15,Clinical Criteria > Dengue Shock Syndrome,Shock Indicators 1,Rapid weak pulse
15,Clinical Criteria > Dengue Shock Syndrome,Shock Indicators 2,Narrow pulse pressure ≤20 mmHg
15,Clinical Criteria > Dengue Shock Syndrome,Shock Indicators 3,Hypotension for age
15,Clinical Criteria > Dengue Shock Syndrome,Shock Indicators 4,Cold clammy skin
15,Clinical Criteria > Dengue Shock Syndrome,Shock Indicators 5,Restlessness
15,Expanded Dengue Syndrome,Description,Unusual or atypical organ involvement in DF/DHF
15,Expanded Dengue Syndrome > Organ Involvement,Central Nervous System 1,Encephalopathy
15,Expanded Dengue Syndrome > Organ Involvement,Central Nervous System 2,Encephalitis
15,Expanded Dengue Syndrome > Organ Involvement,Central Nervous System 3,Febrile seizures
15,Expanded Dengue Syndrome > Organ Involvement,Central Nervous System 4,Intracranial bleed
15,Expanded Dengue Syndrome > Organ Involvement,Gastrointestinal 1,Acute hepatitis
15,Expanded Dengue Syndrome > Organ Involvement,Gastrointestinal 2,Fulminant hepatic failure
15,Expanded Dengue Syndrome > Organ Involvement,Gastrointestinal 3,Cholecystitis
15,Expanded Dengue Syndrome > Organ Involvement,Gastrointestinal 4,Cholangitis
15,Expanded Dengue Syndrome > Organ Involvement,Gastrointestinal 5,Acute pancreatitis
15,Expanded Dengue Syndrome > Organ Involvement,Renal 1,Acute renal failure
15,Expanded Dengue Syndrome > Organ Involvement,Renal 2,Hemolytic uremic syndrome
15,Expanded Dengue Syndrome > Organ Involvement,Renal 3,Acute tubular necrosis
15,Expanded Dengue Syndrome > Organ Involvement,Cardiac 1,Arrhythmia
15,Expanded Dengue Syndrome > Organ Involvement,Cardiac 2,Cardiomyopathy
15,Expanded Dengue Syndrome > Organ Involvement,Cardiac 3,Myocarditis
15,Expanded Dengue Syndrome > Organ Involvement,Cardiac 4,Pericardial effusion
15,Expanded Dengue Syndrome > Organ Involvement,Respiratory 1,Pulmonary edema
15,Expanded Dengue Syndrome > Organ Involvement,Respiratory 2,ARDS
15,Expanded Dengue Syndrome > Organ Involvement,Respiratory 3,Pulmonary hemorrhage
15,Expanded Dengue Syndrome > Organ Involvement,Respiratory 4,Pleural effusion
15,Expanded Dengue Syndrome > Organ Involvement,Ocular 1,Conjunctival bleed
15,Expanded Dengue Syndrome > Organ Involvement,Ocular 2,Macular hemorrhage
15,Expanded Dengue Syndrome > Organ Involvement,Ocular 3,Visual impairment
15,Expanded Dengue Syndrome > Organ Involvement,Ocular 4,Optic neuritis
15,Case Definition > Probable Case,Definition,Clinical dengue criteria met
15,Case Definition > Probable Case,Note,Rapid Diagnostic Test (RDT) positive cases are considered probable due to low reliability
15,Case Definition > Confirmed Case,Laboratory Confirmation 1,Virus isolation
15,Case Definition > Confirmed Case,Laboratory Confirmation 2,IgM ELISA positive
15,Case Definition > Confirmed Case,Laboratory Confirmation 3,NS1 antigen ELISA positive
15,Case Definition > Confirmed Case,Laboratory Confirmation 4,Four-fold rise in IgG
15,Case Definition > Confirmed Case,Laboratory Confirmation 5,PCR positive
15,Diagnostic Testing > Early Phase,Days,1–5
15,Diagnostic Testing > Early Phase,Tests 1,NS1 ELISA
15,Diagnostic Testing > Late Phase,Day,≥5
15,Diagnostic Testing > Late Phase,Tests 1,IgM MAC-ELISA
15,Diagnostic Testing > Rdt Policy,Status,Not reliable
15,Diagnostic Testing > Rdt Policy,Reason 1,High false positivity
15,Diagnostic Testing > Rdt Policy,Reason 2,Variable sensitivity and specificity
15,Diagnostic Testing > Rdt Policy,Reason 3,Batch-to-batch variation
15,Case Classification > Mild Dengue,Management,Home management
15,Case Classification > Mild Dengue,Features 1,No plasma leakage
15,Case Classification > Mild Dengue,Features 2,Stable vitals
15,Case Classification > Mild Dengue,Features 3,No organ involvement
15,Case Classification > Moderate Dengue,Features 1,Warning signs
15,Case Classification > Moderate Dengue,Features 2,Recurrent vomiting
15,Case Classification > Moderate Dengue,Features 3,Abdominal pain
15,Case Classification > Moderate Dengue,Features 4,Minor bleeding
15,Case Classification > Moderate Dengue,Features 5,Pleural effusion or ascites
15,Case Classification > Moderate Dengue,Management,Close monitoring / possible hospitalization
15,Case Classification > Severe Dengue,Features 1,Significant hemorrhage
15,Case Classification > Severe Dengue,Features 2,DHF III or IV
15,Case Classification > Severe Dengue,Features 3,Shock
15,Case Classification > Severe Dengue,Features 4,Severe organ involvement
15,Case Classification > Severe Dengue,Features 5,Metabolic or electrolyte abnormalities
15,Case Classification > Severe Dengue,Management,Tertiary level care
15,General,Warning Signs 1,High grade fever
15,General,Warning Signs 2,Severe abdominal pain
15,General,Warning Signs 3,Persistent vomiting
15,General,Warning Signs 4,Bleeding from any site
15,General,Warning Signs 5,Decreased urine output
15,General,Warning Signs 6,Respiratory distress
15,General,Warning Signs 7,Convulsions or encephalopathy
15,General,Warning Signs 8,Fluid overload
15,General,Warning Signs 9,Plasma leakage
15,General,Warning Signs 10,Shock or impending shock
15,Treatment Principles,General 1,Adequate fluids
15,Treatment Principles,General 2,Rest
15,Treatment Principles,General 3,Paracetamol only
15,Treatment Principles,Contraindicated 1,Aspirin
15,Treatment Principles,Contraindicated 2,NSAIDs
15,Treatment Principles,Monitoring 1,Blood pressure
15,Treatment Principles,Monitoring 2,Hematocrit
15,Treatment Principles,Monitoring 3,Platelet count
15,Treatment Principles,Monitoring 4,Level of consciousness
15,Severe Bleeding Management,Actions 1,Control bleeding immediately
15,Severe Bleeding Management,Actions 2,Suspect internal bleeding
15,Severe Bleeding Management,Actions 3,Urgent blood transfusion if needed
15,Severe Bleeding Management,Platelet Transfusion Indications 1,Platelet count <10000/cumm without bleeding
15,Severe Bleeding Management,Platelet Transfusion Indications 2,Thrombocytopenia with active bleeding
15,Severe Bleeding Management,Platelet Transfusion Indications 3,Coagulopathy with prolonged shock
15,Severe Bleeding Management,Important Note,Whole blood has no role in treating thrombocytopenia alone
15,General,Discharge Criteria 1,Afebrile for ≥24 hours
15,General,Discharge Criteria 2,No respiratory distress
15,General,Discharge Criteria 3,Platelet count >50000/cumm
15,General,Discharge Criteria 4,Good urine output
15,General,Discharge Criteria 5,Return of appetite
15,General,Discharge Criteria 6,Clinical improvement
15,General,Discharge Criteria 7,At least 2–3 days after recovery from shock
15,Follow Up,Home Managed Patients 1,Educate about danger signs
15,Follow Up,Home Managed Patients 2,Review after 24 hours
15,Follow Up,Hospitalized Patients 1,Daily hematocrit and platelet monitoring
15,Follow Up,Hospitalized Patients 2,Repeat samples if tested within first 5 days
15,General,Core Chatbot Rules 1,Critical phase often begins after fever subsides
15,General,Core Chatbot Rules 2,Rising hematocrit + falling platelets = danger
15,General,Core Chatbot Rules 3,Avoid aspirin and NSAIDs completely
15,General,Core Chatbot Rules 4,Most dengue patients do NOT need platelet transfusion
15,General,Core Chatbot Rules 5,Timely fluid management prevents death
16,Metadata,Document Title,Dengue Fever – Epidemic Control Toolkit (Response Managers)
16,Metadata,Last Update,2022-06-28
16,Metadata,Issuing Context,Public Health / Humanitarian Response
16,Metadata,Primary Users 1,Response managers
16,Metadata,Primary Users 2,Public health officials
16,Metadata,Primary Users 3,Red Cross / Red Crescent volunteers
16,Metadata,Primary Users 4,Outbreak response teams
16,Metadata,Scope 1,Case definitions
16,Metadata,Scope 2,Epidemic thresholds
16,Metadata,Scope 3,Risk factors
16,Metadata,Scope 4,Transmission
16,Metadata,Scope 5,Clinical features
16,Metadata,Scope 6,Diagnosis
16,Metadata,Scope 7,Treatment principles
16,Metadata,Scope 8,Prevention and control
16,Metadata,Scope 9,Community engagement
16,Metadata,Scope 10,Monitoring and indicators
16,Metadata,Scope 11,Cross-sector impact
16,Key Facts,Annual Global Infections,390000000
16,Key Facts,Annual Clinical Cases,96000000
16,Key Facts,Annual Severe Cases,500000
16,Key Facts,Case Fatality Rate Severe Percent,2.5
16,Key Facts,High Burden Regions 1,Asia
16,Key Facts,High Burden Regions 2,Latin America
16,Key Facts,Epidemic Risk Condition,Presence of Aedes mosquito vector
16,Infectious Agent,Name,Dengue virus
16,Infectious Agent,Type,Virus
16,Infectious Agent,Serotypes 1,DENV-1
16,Infectious Agent,Serotypes 2,DENV-2
16,Infectious Agent,Serotypes 3,DENV-3
16,Infectious Agent,Serotypes 4,DENV-4
16,Infectious Agent,Vector 1,Aedes aegypti
16,Infectious Agent,Vector 2,Aedes albopictus
16,Infectious Agent,Reservoir,Humans
16,Transmission,Primary Mode,Vector-borne (mosquito bite)
16,Transmission > Vector Behavior,Biting Time 1,Early morning
16,Transmission > Vector Behavior,Biting Time 2,Evening before sunset
16,Transmission > Vector Behavior,Feeding Pattern,Daytime feeder
16,Transmission,Additional Modes 1,Congenital transmission (mother to child)
16,Transmission,Additional Modes 2,Blood transfusion
16,Transmission,Additional Modes 3,Organ transplantation
16,Incubation And Infectiousness > Incubation Period Days,Typical,4–7
16,Incubation And Infectiousness > Incubation Period Days,Range,3–10
16,Incubation And Infectiousness > Infectious Period Human,Start,After first symptoms
16,Incubation And Infectiousness > Infectious Period Human,Duration Days,4–5
16,Incubation And Infectiousness > Infectious Period Human,Maximum Days,12
16,Incubation And Infectiousness > Infectious Period Human,Mechanism,Transmission to mosquitoes during this period
16,Case Definitions > Probable Dengue,Criteria 1,Fever
16,Case Definitions > Probable Dengue,Criteria 2,"At least two of: nausea/vomiting, rash, aches and pains, positive tourniquet test, leukopenia, or warning signs"
16,Case Definitions,Warning Signs 1,Abdominal pain or tenderness
16,Case Definitions,Warning Signs 2,Persistent vomiting
16,Case Definitions,Warning Signs 3,Clinical fluid accumulation
16,Case Definitions,Warning Signs 4,Mucosal bleeding
16,Case Definitions,Warning Signs 5,Lethargy
16,Case Definitions,Warning Signs 6,Restlessness
16,Case Definitions,Warning Signs 7,Liver enlargement >2 cm
16,Case Definitions,Warning Signs 8,Laboratory: rising hematocrit with rapid platelet decrease
16,Case Definitions > Confirmed Case,Definition,Probable case with laboratory confirmation
16,Case Definitions,Community Case Definition Note,Broad simplified definitions recommended for community surveillance to maximize case detection
16,Epidemic Thresholds,Local Level,Single dengue case may trigger action
16,Epidemic Thresholds,Subnational Level 1,Increase above historical baseline
16,Epidemic Thresholds,Subnational Level 2,Rising vector density
16,Epidemic Thresholds,National Level Signals 1,Change in circulating serotype or genotype
16,Epidemic Thresholds,National Level Signals 2,Increase in clinical severity
16,Epidemic Thresholds,National Level Signals 3,Increase in seropositivity rate
16,Epidemic Thresholds,National Level Signals 4,Introduction of vector into new ecological niche
16,Risk Factors,Environmental 1,Rainfall
16,Risk Factors,Environmental 2,High temperature
16,Risk Factors,Environmental 3,High humidity
16,Risk Factors,Environmental 4,Unplanned urbanization
16,Risk Factors,Housing And Wash 1,Poor water supply
16,Risk Factors,Housing And Wash 2,Inadequate waste management
16,Risk Factors,Housing And Wash 3,Standing water in containers
16,Risk Factors,Population Risks 1,Children
16,Risk Factors,Population Risks 2,Elderly
16,Risk Factors,Population Risks 3,People sleeping outdoors during daytime
16,Risk Factors,Population Risks 4,Pregnant women
16,Risk Factors,Population Risks 5,People requiring blood transfusion or organ transplant
16,Risk Factors,Overcrowding,Increases outbreak risk
16,Attack Rate,Typical Outbreak Percent,40–50%
16,Attack Rate,Maximum Reported Percent,80–90%
16,Attack Rate,Note,Varies by outbreak and population susceptibility
16,Clinical Spectrum,Asymptomatic Percent,75
16,Clinical Spectrum,Symptomatic Percent,25
